Date,Open,High,Low,Close,Volume,Open_lag1,High_lag1,Low_lag1,Close_lag1,Volume_lag1,RSI_14,SMA_9,SMA_20,SMA_50,MACD,MACD_hist,BB_percentB,Stoch_K,ATR_14,Williams_R,ADX_14,CCI_20,ROC_10,Volume_SMA_5
2011-03-23,204.720683,208.160504,203.8914361,207.4643555,11419987,203.3283867,205.7546901,203.1441157,204.6797485,9793572.0,56.36615725883573,207.52236259999998,203.73992156499997,198.51671508799998,2.636398903805457,-0.01975252736141586,0.6936145406055296,54.120848349086145,5.172171392857142,-45.879151650913855,22.65893587334857,54.931852252993025,1.9520079111917887,17928802.6
2011-03-24,208.0069541,209.2457058,205.5397016,206.8603516,11233928,204.720683,208.160504,203.8914361,207.4643555,11419987.0,55.451804867654396,207.93755594444443,203.88990402000002,198.502587586,2.5540241509602595,-0.08170180413204209,0.6528146627171694,50.879158359666064,5.182410957142856,-49.120841640333936,19.27587820839555,61.499487574435406,2.594575403226562,17699230.2
2011-03-25,209.6449593,210.883711,206.7989139,210.1977997,15392440,208.0069541,209.2457058,205.5397016,206.8603516,11233928.0,59.37341944822304,208.12524244444444,204.52873001,198.48538818400002,2.72464789455978,0.07113753761967034,0.7950230544248817,67.31881994781288,5.191917985714285,-32.681180052187116,17.71696802677987,88.24354258935618,3.4827010743652353,12677341.0
2011-03-28,210.1261294,212.194128,207.6793514,210.0135193,19079527,209.6449593,210.883711,206.7989139,210.1977997,15392440.0,59.064241340996915,207.8624810111111,205.137353515,198.527771912,2.8126298805489967,0.12729559891090814,0.7603915880852261,66.28312415261192,5.28990785,-33.71687584738809,16.58775299687107,89.35793602215156,0.7217438259095044,13383890.8
2011-03-29,208.8464361,211.3034513,208.7645379,209.4095001,18101992,210.1261294,212.194128,207.6793514,210.0135193,19079527.0,57.99816764853979,207.30851575555556,205.73625183,198.61479187,2.801587849053874,0.09300284225685518,0.7086270916772485,61.07429556012784,4.940368207142858,-38.92570443987216,15.905801747560009,78.36929981876305,-1.3979164023369406,15045574.8
2011-03-30,210.3820676,212.4295779,209.6859053,211.4058228,12257428,208.8464361,211.3034513,208.7645379,209.4095001,18101992.0,60.533615177837106,207.34605577777776,206.18312149,198.756480104,2.9193105110083195,0.16858038643789186,0.7898322138579943,72.8425127852124,4.982779978571429,-27.157487214787597,15.461411947260414,92.59283936391016,-1.394324488460974,15213063.0
2011-03-31,211.8153204,215.9922527,211.8153204,214.8046875,31502965,210.3820676,212.4295779,209.6859053,211.4058228,12257428.0,64.46650786236648,208.6223415888889,206.917154695,198.978635866,3.2479219571430917,0.3977534340998621,0.9232326593571455,92.01617856528254,4.977660842857143,-7.983821434717457,16.49037112854571,131.87693586115665,1.7703894300062917,19266870.4
2011-04-01,214.7944607,218.2445192,211.0986939,212.204361,18772571,211.8153204,215.9922527,211.8153204,214.8046875,31502965.0,59.575158899063034,209.67112733333335,207.47203217,199.20898224200002,3.2619159266908753,0.32939790174522887,0.7576942499526176,65.21236045028883,5.068333164285717,-34.78763954971119,16.07804865210439,112.11929887246215,4.370611930598889,19942896.6
2011-04-04,212.9414465,215.9717764,210.6891908,215.1220551,13111730,214.7944607,218.2445192,211.0986939,212.204361,18772571.0,62.97018131978999,210.83138362222223,208.22551728,199.539860234,3.4673607873499748,0.42787418792130305,0.8792959945137135,82.01650486278434,4.557917135714287,-17.98349513721566,15.395191854543887,102.6197103353791,6.094122836634841,18749337.2
2011-04-05,215.5008558,216.8317293,212.9414543,214.5078125,10756797,212.9414465,215.9717764,210.6891908,215.1220551,13111730.0,61.79359805174325,211.61398995555555,208.8674141,199.789042362,3.5399803790006956,0.4003950071863205,0.8149598201325368,78.47884087165282,4.576196792857145,-21.521159128347183,14.474856368883701,106.969110833616,4.80167875523847,17280298.2
2011-04-06,213.9652059,215.859157,212.9414507,213.934494,9083271,215.5008558,216.8317293,212.9414543,214.5078125,10756797.0,60.654421864753296,212.40000577777778,209.38953019000002,200.089002994,3.5109510277541744,0.29709251497449607,0.7567298776878786,75.17687481964096,4.480402214285718,-24.823125180359035,13.251623394038836,91.16466572488088,3.11867476435006,16645466.8
2011-04-07,213.9754217,214.4872992,211.9381489,213.3304596,10163661,213.9652059,215.859157,212.9414507,213.934494,9083271.0,59.41171161952633,212.74807909999998,209.97460633,200.430528262,3.4001645354462937,0.14904481420922933,0.704229745588929,71.69800385516429,3.9546293000000037,-28.301996144835705,17.281072897811082,67.90943944581046,3.127766123356057,12377606.0
2011-04-08,213.3509626,215.1732528,208.9795217,209.6449585,11995738,213.9754217,214.4872992,211.9381489,213.3304596,10163661.0,52.36240283402826,212.70712790000002,210.30067368,200.76304443600003,2.9815925321711916,-0.2156217467111734,0.4566481301617786,43.05078867594501,4.120624378571433,-56.94921132405499,20.915948013259147,21.55703468247907,-0.26300998430479616,11022239.4
2011-04-11,207.4131431,208.7337792,205.4987177,205.8365479,11296579,213.3509626,215.1732528,208.9795217,209.6449585,11995738.0,46.25489449660936,212.3101332111111,210.16707001499998,201.141014712,2.3168141741420243,-0.7043200719245015,0.2219422195630888,13.55187444013338,4.203255807142862,-86.44812555986661,22.714801537085524,-78.96383262784839,-1.9889059589698554,10659209.2
2011-04-13,205.1301693,209.665406,204.0552279,209.2149658,19116564,207.4131431,208.7337792,205.4987177,205.8365479,11296579.0,51.6432461178941,212.06670465555555,210.008899695,201.56075439600002,2.0383054753113754,-0.7862630060053148,0.4486209625799962,36.36360541840437,4.299049392857147,-63.63639458159563,23.223819502837763,-53.433479446257216,-0.0928965972924467,12331162.6
2011-04-15,208.5700261,209.8394897,205.775167,209.0409546,14174275,205.1301693,209.665406,204.0552279,209.2149658,19116564.0,51.35763798769454,211.42628988888887,209.74118805499998,202.07447571,1.7830257636471174,-0.8332341651500785,0.45302028807560074,35.13724959610903,4.324643571428575,-64.86275040389097,23.635738514977877,-36.318618646841784,-1.1186391030663767,13349363.4
2011-04-18,208.6826101,213.903772,204.8742335,206.6248627,14793743,208.5700261,209.8394897,205.775167,209.0409546,14174275.0,47.435011352518515,210.80634563333334,209.51903306,202.434223636,1.3704406773457265,-0.9966553925628467,0.3083390003015187,18.109676837771225,4.677839385714289,-81.89032316222877,23.536125845846126,-27.204992664914233,-3.808029003091473,14275379.8
2011-04-19,205.7137115,208.3242992,204.4954482,207.136734,12022958,208.6826101,213.903772,204.8742335,206.6248627,14793743.0,48.33533277001959,209.91908773333333,209.70996399999999,202.711661074,1.0723159932586839,-1.0358240541709165,0.31795831747708014,21.717124801010907,4.628844700000004,-78.2828751989891,23.078663985817535,-70.06849004277066,-2.3880880563053153,14280823.8
2011-04-20,208.0274229,210.9963155,206.4303665,210.0544586,10315413,205.7137115,208.3242992,204.4954482,207.136734,12022958.0,53.25058068802104,209.42427063333332,210.074422465,203.14532440399998,1.0587828389127765,-0.8394857621783247,0.4984070071029925,42.279988289478524,4.773632957142861,-57.720011710521476,23.18827912446012,-22.312263551240438,-2.3556843103066827,14084590.6
2011-04-21,211.8767793,213.8014425,210.8939731,213.0643311,14934401,208.0274229,210.9963155,206.4303665,210.0544586,10315413.0,57.719294127400296,209.32758586666668,210.493651595,203.602125552,1.2757415807029133,-0.4980216141107303,0.719532516814969,63.49227039972034,4.825554821428576,-36.50772960027966,23.44454856165188,56.521907099454715,-0.6729271923371027,13248158.0
2011-04-25,207.6178961,209.0511559,205.8058434,206.665802,18138998,211.8767793,213.8014425,210.8939731,213.0643311,14934401.0,47.35599595514974,208.58706835555554,210.45372392,203.987467348,0.9216831802265517,-0.6816640092608812,0.18179228064044597,18.398199351929627,5.01641609285715,-81.60180064807038,21.54773356016191,-88.25890044648767,-3.3976250692887233,14041102.6
2011-04-26,206.5941712,206.5941712,204.2497661,204.9868774,17652410,207.6178961,209.0511559,205.8058434,206.665802,18138998.0,45.06937467227258,208.0695037888889,210.36005021,204.343121034,0.5000815086867476,-0.882612542145442,0.06959448130324276,7.291898390900593,4.678573992857151,-92.7081016090994,21.043737292685673,-131.74576691075012,-3.911106841303602,14612836.0
2011-04-27,205.7751346,206.6146186,200.6768339,201.9053345,24710243,206.5941712,206.5941712,204.2497661,204.9868774,17652410.0,41.14262700779799,207.6327023,209.94542695,204.697135928,-0.0813637316782092,-1.1712462233594705,-0.05073297876659657,7.6045097760275,4.725373928571437,-92.3954902239725,22.154020128426374,-163.08736475516702,-3.691776828489768,17150293.0
2011-04-28,203.1134017,203.3181473,198.6088625,199.1002655,35712321,205.7751346,206.6146186,200.6768339,201.9053345,24710243.0,37.90512937980402,206.50884671111112,209.39976425999998,204.95287048600002,-0.7594183249704543,-1.4794406506446924,-0.08767468173910274,2.8486644097584475,4.7838746285714375,-97.15133559024154,23.87563259381654,-185.6841872332775,-3.2726366958275244,22229674.6
2011-04-29,199.6326145,202.294375,198.8750286,201.4241791,14936357,203.1134017,203.3181473,198.6088625,199.1002655,35712321.0,41.97861900127534,205.66253832222222,209.00049821000002,205.235222782,-1.0968570491688752,-1.4535034977706882,0.09959966512311438,16.996198163720006,4.819706064285721,-83.00380183628,24.978891873953792,-149.07097456176209,-3.7238190251875247,22230065.8
2011-05-02,201.4548917,202.0486812,196.8275192,197.533905,13609544,199.6326145,202.294375,198.8750286,201.4241791,14936357.0,37.53906588140746,204.6524319111111,208.30690232,205.32961273599997,-1.6586758217713111,-1.6122578144316324,-0.004610950800396326,3.850409121824341,5.0105640428571485,-96.14959087817566,22.838726437618174,-159.7975652899141,-5.504686687840065,21324175.0
2011-05-03,197.6055914,198.0765199,192.6813235,193.2648621,22028515,201.4548917,202.0486812,196.8275192,197.533905,13609544.0,33.36860406696877,203.11111281111113,207.22991105,205.328589788,-2.4200940980178416,-1.8989408707834716,-0.07433267298983878,2.749629007227874,4.9535258500000054,-97.25037099277213,21.98610827733608,-193.3949521121051,-6.465824308567103,22199396.0
2011-05-04,193.4900644,195.895893,192.4663094,194.0326538,11668233,197.6055914,198.0765199,192.6813235,193.2648621,22028515.0,34.77216486495604,201.33091227777777,206.32132569,205.302791142,-2.927871181054968,-1.9253743616296426,0.036575949386659194,7.30657554593234,4.902336050000004,-92.69342445406767,22.44643861378012,-169.9192370427636,-6.3262946880295985,19590994.0
2011-05-05,195.2761226,199.1093216,194.9971509,196.298996,19582976,193.4900644,195.895893,192.4663094,194.0326538,11668233.0,38.865748546445566,199.46809726666666,205.380172735,205.397668156,-3.1117128935704557,-1.687372858315736,0.1586127772927829,17.878452648589054,4.864228171428577,-82.12154735141095,22.923248027701444,-114.85656515233336,-6.548522079311869,16365125.0
2011-05-06,196.9292582,198.3757481,196.1233521,197.3528748,12916462,195.2761226,199.1093216,194.9971509,196.298996,19582976.0,40.72854816036864,198.43332757777776,204.52242585000002,205.42844544,-3.1362868812886973,-1.3695574761776226,0.22492189334209067,22.7945139365514,4.734804835714292,-77.2054860634486,23.6923837361412,-95.5084960440734,-7.374043425704125,15961146.0
2011-05-09,198.3757087,199.6258947,196.5985884,198.2310638,8012908,196.9292582,198.3757481,196.1233521,197.3528748,12916462.0,42.30613467343132,197.68268162222222,203.73725434,205.360078434,-3.0497979049397372,-1.026454799473465,0.2802204403628176,27.0200067324632,4.30607396428572,-72.9799932675368,24.815074475603442,-75.14417659364238,-4.081342011292232,14841818.8
2011-05-10,198.2310831,199.1816339,195.5963978,196.4642944,8143376,198.3757087,199.6258947,196.5985884,198.2310638,8012908.0,39.9995003753846,197.0781216111111,202.89394607999998,205.212150272,-3.088105351630219,-0.851809796672597,0.23364997368364188,18.73897379154386,4.288672900000004,-81.26102620845614,26.482625561799846,-80.2599626891621,-4.157623701623347,12064791.0
2011-05-11,197.1359101,198.0451202,194.9661682,197.4355316,8197011,198.2310831,199.1816339,195.5963978,196.4642944,8143376.0,41.87563392635316,196.89315117777778,202.28347473499997,205.212435306,-3.0055002602567527,-0.6153637640898739,0.29571368588540786,23.29126411683829,4.182458828571433,-76.70873588316172,28.552180883054397,-75.72673942871363,-2.2138111957611617,11370546.6
2011-05-12,196.6192656,197.2908585,194.4495378,195.379425,9218985,197.1359101,198.0451202,194.9661682,197.4355316,8197011.0,39.08906872547201,196.22151183333332,201.76061858999998,205.163202822,-3.0704372927237955,-0.5442406371398056,0.2368597868865141,17.564923498086028,4.128102392857146,-82.43507650191397,31.528587180231803,-81.96748332926516,-1.8688274928493342,9297748.4
2011-05-13,195.3277652,198.7890062,193.8192848,195.8960266,13906027,196.6192656,197.2908585,194.4495378,195.379425,9218985.0,40.1663963062384,196.03952534444443,201.09467163,205.132492678,-3.0451343895437617,-0.41515018710329743,0.2808585962055697,24.24118070588957,3.9646190857142876,-75.75881929411044,34.402333551234,-69.89201603354655,-2.744532719309467,9495661.4
2011-05-16,196.3093281,196.5986179,194.563203,195.276123,7008149,195.3277652,198.7890062,193.8192848,195.8960266,13906027.0,39.26885615676989,196.26299877777777,200.40643004999998,204.988646546,-3.040027292710448,-0.3280344721752022,0.27718091275512985,19.859712989591806,3.937431871428572,-80.1402870104082,36.21803794656645,-73.9532357161839,-1.14298454232451,9294709.6
2011-05-17,195.4104394,195.6480703,189.5418255,190.2444,17384039,196.3093281,196.5986179,194.563203,195.276123,7008149.0,32.85190388312823,195.8420816888889,199.587406915,204.791054078,-3.4025563682662607,-0.5524508381298627,0.10976861914072901,5.099869981260349,3.9494647357142867,-94.90013001873965,37.741070961085086,-117.47777328990426,-1.5628614882084002,11142842.2
2011-05-18,190.1100877,190.9056619,185.6363048,186.3595428,24814804,195.4104394,195.6480703,189.5418255,190.2444,17384039.0,28.92223923148913,194.73769800000002,198.54854735499998,204.496108704,-3.95755913527924,-0.8859628840437761,0.02352101244554293,4.341667379934617,3.989469900000001,-95.65833262006538,39.00169183531742,-164.67043069255982,-3.9545462321558866,14466400.8
2011-05-19,187.7130225,190.5233478,186.9587892,189.1801758,18072585,190.1100877,190.9056619,185.6363048,186.3595428,24814804.0,35.001547552269784,193.82962033333334,197.50483321500002,204.27866516200004,-4.122378881329496,-0.8406261040217133,0.15971808492760523,21.592674416119266,4.042645514285716,-78.40732558388073,40.26231322050666,-141.0599693922484,-3.626518904864895,16237120.8
2011-05-20,189.7897704,191.3085826,188.1056498,190.7713165,13873483,187.7130225,190.5233478,186.9587892,189.1801758,18072585.0,38.2120352358273,193.0007595222222,196.390182485,204.06069397,-4.077653533663124,-0.6367206050518486,0.22313508179261296,36.70594875693966,3.8984862857142866,-63.29405124306034,40.69176203886142,-122.42444200413016,-3.3349188891572124,16230612.0
2011-05-23,189.9034167,190.5233369,186.6591433,187.9196472,14836682,189.7897704,191.3085826,188.1056498,190.7713165,13873483.0,34.88622666244372,192.0513542777778,195.45287474499997,203.74924347,-4.223535205047142,-0.6260818211231864,0.10761204687205707,16.321725056429347,3.806841771428572,-83.67827494357066,40.21093806440525,-138.63664777965522,-5.201715817054486,17796318.6
2011-05-24,187.2170758,190.2960271,187.2170758,189.2318268,11107409,189.9034167,190.5233369,186.6591433,187.9196472,14836682.0,37.578446123407765,191.1398315222222,194.66512221500003,203.50130127,-4.185057725102979,-0.47008347292789754,0.1934660505681588,25.701411018488745,3.7817966071428577,-74.29858898151124,40.117137556933486,-113.85744058164566,-3.681314012853021,16540992.6
2011-05-25,188.8908602,188.8908602,186.1838666,187.2170715,13112272,187.2170758,190.2960271,187.2170758,189.2318268,11107409.0,35.17369934536053,190.23290335555555,193.930709065,203.18317047,-4.267883471051874,-0.44232737508990105,0.11724380726237164,11.299592849394378,3.6368889214285725,-88.70040715060561,42.88726384481231,-123.49143114711195,-5.175593277051249,14200486.2
2011-05-26,188.5809178,193.5919661,188.2709508,192.9720459,30001792,188.8908602,188.8908602,186.1838666,187.2170715,13112272.0,45.83592022525598,189.90801661111112,193.62429808500002,202.87243896400003,-3.8251920571056814,0.000291231085027821,0.46131965722434437,52.43714184931187,3.9313531071428582,-47.56285815068812,43.21324377423066,-41.20899730613547,-1.2321558935901145,16586327.6
2011-05-27,193.023698,196.9085552,193.023698,195.3690796,15134521,188.5809178,193.5919661,188.2709508,192.9720459,30001792.0,49.55734943580936,189.91834512222223,193.32154311,202.532253112,-3.2435999632121764,0.465506659975059,0.6338127977905803,71.8533653050924,3.9962961785714293,-28.1466346949076,42.1048635441882,30.80158755873687,-0.26899320478611655,16838535.2
2011-05-30,196.0923379,196.9292393,193.0547134,194.0052643,7564463,193.023698,196.9085552,193.023698,195.3690796,15134521.0,47.55535032484077,190.33621893333333,193.145111075,202.12445465000002,-2.8597379589992045,0.6794949313413534,0.5581154124625114,63.62920624047619,4.016959735714287,-36.37079375952381,40.629943990226494,27.595723405299676,-0.650800866217538,15384091.4
2011-05-31,195.276095,197.5284768,193.6849467,196.6915894,14083332,196.0923379,196.9292393,193.0547134,194.0052643,7564463.0,51.69475419672731,191.4842241111111,193.31644744,201.836927186,-2.31216047602058,0.9816579314454987,0.7229635855663221,84.05333827467571,4.071572457142856,-15.946661725324299,37.754573845561616,52.59656641854091,3.3888983854452492,15979276.0
2011-06-01,196.7225713,198.0967385,194.99711,195.6480255,8042814,195.276095,197.5284768,193.6849467,196.6915894,14083332.0,50.04233828697893,192.20287407777778,193.397216025,201.683525392,-1.940025944405079,1.0830339704395464,0.647397198004721,76.11912104991599,4.079689221428571,-23.880878950084004,33.30720363799613,54.72323520147627,4.984173367482625,14965384.4
2011-06-02,193.5300235,197.2805687,193.5300235,196.5263214,9418728,196.7225713,198.0967385,194.99711,195.6480255,8042814.0,51.448961904421054,192.84231906666665,193.40858229500003,201.558746034,-1.5563103420744824,1.173399658208094,0.7036666066951989,87.39677014613072,3.9926052071428564,-12.603229853869276,30.885611572269745,46.961232869365055,3.8831476759839223,10848771.6
2011-06-03,198.4790246,199.8221965,192.4864304,193.1270142,19110238,193.5300235,197.2805687,193.5300235,196.5263214,9418728.0,46.04522001478807,193.42091539999998,193.197289265,201.327691348,-1.5090597105771906,0.9765202317589692,0.49526797083446583,52.80393759103627,4.37120172142857,-47.19606240896373,28.223096866551764,37.26882456870539,1.2348280355867658,11643915.0
2011-06-06,193.1373261,194.4081755,191.7941543,193.7779236,6149800,198.4790246,199.8221965,192.4864304,193.1270142,19110238.0,47.1890378725935,193.92603726666664,192.97463225500002,201.05396271,-1.4029273085261025,0.8661221070442569,0.5569923429207978,57.392365402028354,4.121757178571427,-42.607634597971646,25.860664057525018,4.791411537286923,3.1174368871420555,11360982.4
2011-06-07,192.9100497,198.3757097,192.9100497,198.0140839,17612490,193.1373261,194.4081755,191.7941543,193.7779236,6149800.0,54.02069244512077,195.12570531111112,193.05212173,200.877037356,-0.965916446459147,1.0425063752853214,0.8426598341405784,86.74241924592258,4.13577881428571,-13.257580754077422,25.738398205408,74.81565638927987,4.6410042372428295,12066814.0
2011-06-08,197.394168,197.5388128,195.0591181,196.1439819,14205061,192.9100497,198.3757097,192.9100497,198.0140839,17612490.0,50.890872808625474,195.47814264444443,192.987544245,200.59596100000002,-0.761680607797075,0.9973937711551226,0.7223665998827447,73.030315097452,4.049433157142853,-26.969684902547996,25.61613235329099,71.84899042844067,4.768213885879513,13299263.4
2011-06-09,195.7927075,197.9314399,195.6893897,197.1358795,9152117,197.394168,197.5388128,195.0591181,196.1439819,14205061.0,52.46401468756028,195.67445374444443,193.07536697,200.33840820400002,-0.5138723881222518,0.9961615926617258,0.7795142230775747,80.30318213669254,3.9807986857142827,-19.696817863307455,26.11533581260009,84.19946810785791,2.157739262482461,13245941.2
2011-06-10,197.3631804,197.5491523,192.6000945,195.1727753,11068775,195.7927075,197.9314399,195.6893897,197.1358795,9152117.0,49.11092631989469,195.8041771888889,193.03920440500002,200.053673708,-0.4704448277284996,0.8316713224428922,0.6479303672541052,65.9091601824357,4.040576157142853,-34.090839817564294,26.44123972508765,45.97436966450659,-0.10047869417304511,11637648.6
2011-06-13,194.9144844,194.9144844,190.3167069,191.2672577,12923374,197.3631804,197.5491523,192.6000945,195.1727753,11068775.0,43.19602872747662,195.20147366666666,192.83876114,199.650902406,-0.742572009566743,0.44763531248307764,0.39044724433742806,37.27282693169051,4.167513092857139,-62.7271730683095,25.947007938155696,-16.588734930495836,-1.4113053116775687,12992363.4
2011-06-14,191.2052489,192.538089,188.0436434,188.3226013,18967099,194.9144844,194.9144844,190.3167069,191.2672577,12923374.0,39.348047043576756,194.38753764444445,192.74267120500002,199.12126068199998,-1.182188797092408,0.006414819965922636,0.20003096799425163,2.3683545647045143,4.270833478571425,-97.63164543529548,23.04645360158239,-69.17922213877951,-4.254878475246082,13263285.2
2011-06-15,188.4569573,189.8827837,185.6879588,186.0909119,20156715,191.2052489,192.538089,188.0436434,188.3226013,18967099.0,36.68109460996662,193.22804770000002,192.72923966000002,198.5989917,-1.6911526582053114,-0.40203923291721555,0.05251364898877519,2.8509008306830657,4.115114214285711,-97.14909916931693,21.672247188594877,-120.88167314090026,-4.884850524596773,14453616.0
2011-06-16,186.1838864,186.1838864,182.69165,183.4045563,24969151,188.4569573,189.8827837,185.6879588,186.0909119,20156715.0,33.7184840752728,192.1477746,192.440458685,197.964641724,-2.284915518503567,-0.7966416745717924,-0.0387705891183882,4.161608621184309,4.083380435714283,-95.83839137881569,22.924059545650085,-169.26884388708146,-6.676848681908931,17617022.8
2011-06-17,184.1794673,184.5927521,178.7861293,179.5196991,22029696,186.1838864,186.1838864,182.69165,183.4045563,24969151.0,29.951089233158328,190.56352743333332,191.877877815,197.264879456,-3.0339495537050425,-1.2365405678178885,-0.10723406614421234,3.4872003070992195,4.221387357142855,-96.51279969290077,25.105882287466237,-193.24022001572868,-7.045785467334165,19809207.0
2011-06-20,180.8111933,180.8111933,171.1197139,172.1839142,30300033,184.1794673,184.5927521,178.7861293,179.5196991,22029696.0,24.40581919955723,187.69350857777778,191.09109116500002,196.42986786,-4.171365286252524,-1.8991650402914035,-0.206012841587242,3.7076942605654963,4.639098021428572,-96.2923057394345,28.72399547125524,-237.9869263594729,-11.143689125586231,23284538.8
2011-06-21,173.5580802,176.6783585,173.0208142,175.3661957,17413744,180.8111933,180.8111933,171.1197139,172.1839142,30300033.0,30.423757594674655,185.38486566666668,190.39780961,195.67058258199998,-4.761127036101243,-1.9911414321113505,0.002908069194306026,14.794824054696923,4.738727721428573,-85.20517594530308,32.85708399335934,-187.34415772402616,-11.437513814137345,22973867.8
2011-06-22,176.3374205,177.3292984,172.3698952,174.7772675,20107599,173.5580802,176.6783585,173.0208142,175.3661957,17413744.0,29.948592824494995,182.90057544444443,189.77581941,194.973228762,-5.215908807623947,-1.956738562906656,0.048768824874973166,12.742986908038404,4.825074721428572,-87.2570130919616,35.97284391307617,-158.8160536755523,-10.893382602425906,22964044.6
2011-06-23,174.9322594,180.335929,174.7979326,179.8813171,20713868,176.3374205,177.3292984,172.3698952,174.7772675,20107599.0,38.86085513868644,181.20152453333333,189.12128296999998,194.45412414600003,-5.105644255215708,-1.477179208398379,0.23003638406346227,32.145599318003995,4.698138678571429,-67.85440068199601,39.366116324546056,-104.41417944290748,-8.752624049849844,22112988.0
2011-06-24,180.6355373,181.7824055,176.8023391,180.067276,31670322,174.9322594,180.335929,174.7979326,179.8813171,20713868.0,39.164534097045305,179.95708212222223,188.35619279,193.87117035,-4.94623673957031,-1.0542173542021813,0.2604968279519904,32.827867180695705,4.867141907142858,-67.17213281930428,41.66013110018192,-81.4426170837146,-7.739552443613795,24041113.2
2011-06-27,179.0960874,182.2163799,178.0938776,180.0982971,14349371,180.6355373,181.7824055,176.8023391,180.067276,31670322.0,39.218770356728044,179.04327054444445,187.66084443,193.29231719999999,-4.762502533260147,-0.6963865183135072,0.2835006780436208,33.48752407808436,4.771202071428571,-66.51247592191564,42.5999964406331,-67.88095265739979,-5.839452467875262,20850980.8
