Strat1_Sharpe,Strat1_Total_Return,Strat1_Win_Rate,Strat1_Max_DD,Strat2_Sharpe,Strat2_Total_Return,Strat2_Win_Rate,Strat2_Max_DD,Strat3_Sharpe,Strat3_Total_Return,Strat3_Win_Rate,Strat3_Max_DD,Market_Sharpe,Market_Total_Return,Market_Win_Rate,Market_Max_DD
-0.84,-24.12,34.0,-27.32,0.51,12.22,29.1,-5.83,-1.28,-30.77,29.6,-34.14,1.17,44.83,55.0,-15.77
