Date,Actual_Close,Predicted_Close_GRU_Bi,Signal_3,Strat3_Return
2023-06-06,18599.0,18465.996,-1,-0.00027699428079852595
2023-06-07,18726.40039,18489.732,-1,-0.006849851604924906
2023-06-08,18634.55078,18552.234,-1,0.004904819297201657
2023-06-13,18716.15039,18549.113,-1,0.0
2023-06-14,18755.90039,18587.543,-1,-0.00212383418447204
2023-06-16,18826.0,18632.832,-1,0.0
2023-06-19,18755.44922,18687.125,-1,0.0037475183257198452
2023-06-20,18816.69922,18695.307,-1,-0.0032657175672810013
2023-06-21,18856.84961,18720.236,-1,-0.0021337637133151954
2023-06-26,18691.19922,18691.582,-1,0.0
2023-06-27,18817.40039,18663.326,-1,-0.0067519033163458975
2023-06-28,18972.09961,18691.117,-1,-0.008221072879025959
2023-06-30,19189.05078,18768.938,-1,-0.011435274664362893
2023-07-03,19322.55078,18900.416,-1,-0.006957092434146883
2023-07-04,19389.0,19033.781,-1,-0.003438946584049196
2023-07-05,19398.5,19140.158,-1,-0.0004899685388621844
2023-07-06,19497.30078,19209.824,-1,-0.005093217516818349
2023-07-10,19355.90039,19288.826,-1,0.0
2023-07-11,19439.40039,19288.643,-1,-0.004313930032577629
2023-07-12,19384.30078,19313.445,-1,0.002834429503717706
2023-07-13,19413.75,19309.291,-1,-0.0015192304501581155
2023-07-14,19564.5,19318.111,-1,-0.007765114931427508
2023-07-17,19711.44922,19378.27,-1,-0.007511013314932535
2023-07-18,19749.25,19469.531,-1,-0.0019177067894959876
2023-07-19,19833.15039,19541.742,-1,-0.004248282339835541
2023-07-20,19979.15039,19616.174,-1,-0.0073614124397309855
2023-07-26,19778.30078,19632.04,-1,0.0
2023-07-31,19753.80078,19604.06,-1,0.0
2023-08-01,19733.55078,19624.002,-1,0.0010251191770903612
2023-08-02,19526.55078,19635.03,1,0.010489749275624294
2023-08-03,19381.65039,19570.336,-1,-0.007420685385378767
2023-08-04,19517.0,19474.293,-1,-0.0069833893025867955
2023-08-07,19597.30078,19460.783,-1,-0.004114401803555934
2023-08-08,19570.84961,19491.955,-1,0.0013497353690155034
2023-08-09,19632.55078,19513.107,-1,-0.003152707788857123
2023-08-14,19434.55078,19508.912,-1,0.0
2023-08-21,19393.59961,19388.744,-1,0.0
2023-08-25,19265.80078,19425.629,1,-0.0
2023-08-31,19253.80078,19390.65,1,-0.0
2023-09-01,19435.30078,19360.48,-1,0.009426710189529564
2023-09-04,19528.80078,19392.633,-1,-0.004810833701952122
2023-09-05,19574.90039,19452.531,-1,-0.002360596050895669
2023-09-06,19611.05078,19509.855,-1,-0.0018467726159399067
2023-09-07,19727.05078,19558.29,-1,-0.005915032361157424
2023-09-08,19819.94922,19622.914,-1,-0.004709190493602966
2023-09-11,19996.34961,19698.508,-1,-0.008900143387955861
2023-09-12,19993.19922,19806.303,-1,0.0001575482556289698
2023-09-13,20070.0,19869.033,-1,-0.0038413452071830445
2023-09-14,20103.09961,19928.58,-1,-0.0016492082710513056
2023-09-15,20192.34961,19981.09,-1,-0.004439613877036397
2023-09-18,20133.30078,20050.012,-1,0.002924316938864635
2023-09-20,19901.40039,20071.791,1,0.011518249915104195
2023-09-21,19742.34961,20002.135,-1,-0.007991939103939472
2023-09-22,19674.25,19898.295,-1,0.0034494176906636476
2023-09-25,19674.55078,19801.422,-1,-1.5288003354818613e-05
2023-09-26,19664.69922,19739.496,-1,0.0005007260450397011
2023-09-29,19638.30078,19623.191,-1,0.0
2023-10-05,19545.75,19522.844,-1,0.0
2023-10-06,19653.5,19521.834,-1,-0.0055127073660514725
2023-10-10,19689.84961,19535.854,-1,0.0
2023-10-11,19811.34961,19584.242,-1,-0.006170692128511401
2023-10-12,19794.0,19660.148,-1,0.000875740943526826
2023-10-17,19811.5,19731.654,-1,0.0
2023-10-18,19671.09961,19764.684,1,0.007086812709789725
2023-10-23,19281.75,19668.79,-1,-0.0
2023-10-25,19122.15039,19554.047,-1,0.008277236765335205
2023-10-26,18857.25,19424.553,-1,0.013853064880115618
2023-10-27,19047.25,19246.945,-1,-0.010075700327460302
2023-10-30,19140.90039,19197.78,-1,-0.004916740736851777
2023-10-31,19079.59961,19202.998,1,0.0032026069176988026
2023-11-02,19133.25,19136.803,-1,0.0
2023-11-03,19230.59961,19146.734,-1,-0.005087980870996933
2023-11-06,19411.75,19190.613,-1,-0.009419903366185256
2023-11-07,19406.69922,19284.424,-1,0.0002601918940848824
2023-11-08,19443.5,19346.033,-1,-0.001896292593749127
2023-11-15,19675.44922,19439.07,-1,0.0
2023-11-16,19765.19922,19525.408,-1,-0.004561522280709607
2023-11-17,19731.80078,19617.629,-1,0.0016897598464984398
2023-11-21,19783.40039,19689.656,-1,0.0
2023-11-22,19811.84961,19727.166,-1,-0.0014380348898150874
2023-11-28,19889.69922,19793.55,-1,0.0
2023-11-29,20096.59961,19825.69,-1,-0.010402389081477725
2023-11-30,20133.15039,19915.67,-1,-0.0018187544514649545
2023-12-01,20267.90039,19985.447,-1,-0.006692941610714209
2023-12-04,20686.80078,20065.553,-1,-0.020668168973569934
2023-12-05,20855.09961,20254.062,-1,-0.008135565851376647
2023-12-06,20937.69922,20428.285,-1,-0.003960643274050435
2023-12-07,20901.15039,20559.555,-1,0.001745599151844135
2023-12-08,20969.40039,20629.908,-1,-0.003265370504805132
2023-12-11,20997.09961,20695.553,-1,-0.0013209352430130217
2023-12-12,20906.40039,20756.82,-1,0.004319607073579146
2023-12-13,20926.34961,20762.621,-1,-0.0009542159160762509
2023-12-14,21182.69922,20768.691,-1,-0.012250087319457537
2023-12-15,21456.65039,20861.18,-1,-0.012932779111613169
2023-12-18,21418.65039,21022.64,-1,0.001771012684147144
2023-12-19,21453.09961,21117.805,-1,-0.0016083749149800042
2023-12-21,21255.05078,21129.842,-1,0.0
2023-12-22,21349.40039,21122.504,-1,-0.004438926586276315
2023-12-26,21441.34961,21151.377,-1,-0.004306875992782899
2023-12-27,21654.75,21207.0,-1,-0.009952749891288137
2023-12-28,21778.69922,21317.697,-1,-0.005723881365520267
2023-12-29,21731.40039,21436.822,-1,0.002171793160014035
2024-01-01,21741.90039,21494.404,-1,-0.0004831718072264568
2024-01-02,21665.80078,21530.477,-1,0.0035001360798708747
2024-01-04,21658.59961,21484.0,-1,0.0
2024-01-05,21710.80078,21499.38,-1,-0.0024101821419653113
2024-01-10,21618.69922,21486.607,-1,0.0
2024-01-11,21647.19922,21513.61,-1,-0.0013183031832755265
2024-01-12,21894.55078,21545.238,-1,-0.011426492521557918
2024-01-15,22097.44922,21656.79,-1,-0.009267074809561127
2024-01-16,22032.30078,21805.951,-1,0.002948233497513053
2024-01-17,21571.94922,21877.19,1,0.02089439339979826
2024-01-18,21462.25,21768.34,-1,-0.005085271566386496
2024-01-19,21622.40039,21653.87,-1,-0.007461957157334442
2024-01-24,21453.94922,21503.402,-1,0.0
2024-01-29,21737.59961,21455.111,-1,0.0
2024-01-31,21725.69922,21574.838,-1,0.0
2024-02-02,21853.80078,21664.312,-1,0.0
2024-02-06,21929.40039,21761.406,-1,0.0
2024-02-07,21930.5,21833.51,-1,-5.0143185880369145e-05
2024-02-08,21717.94922,21885.055,1,0.00969201705387479
2024-02-13,21743.25,21780.426,-1,0.0
2024-02-15,21910.75,21810.762,-1,0.0
2024-02-16,22040.69922,21856.162,-1,-0.005930843079310355
2024-02-19,22122.25,21933.879,-1,-0.003700008751355899
2024-02-20,22196.94922,22007.586,-1,-0.00337665562951317
2024-02-22,22217.44922,22081.666,-1,0.0
2024-02-23,22212.69922,22138.084,-1,0.000213795920178117
2024-02-28,21951.15039,22189.266,1,-0.0
2024-02-29,21982.80078,22106.45,-1,0.0014418556402593374
2024-03-01,22338.75,22051.643,-1,-0.0161921687578519
2024-03-04,22405.59961,22141.846,-1,-0.002992540316714365
2024-03-05,22356.30078,22229.89,-1,0.0022002905906609582
2024-03-06,22474.05078,22263.574,-1,-0.00526697154232858
2024-03-07,22493.55078,22335.611,-1,-0.0008676673462602036
2024-03-14,22146.65039,22247.818,-1,0.0
2024-03-18,22055.69922,22165.467,-1,0.0
2024-03-20,21839.09961,22046.691,-1,0.0
2024-03-21,22011.94922,21986.414,-1,-0.007914685728199755
2024-03-22,22096.75,22002.06,-1,-0.003852488444001656
2024-03-27,22123.65039,22049.736,-1,0.0
2024-03-28,22326.90039,22095.99,-1,-0.009187001078803325
2024-04-01,22462.0,22194.602,-1,-0.006050979206254414
2024-04-02,22453.30078,22305.814,-1,0.00038728608316263013
2024-04-04,22514.65039,22414.82,-1,0.0
2024-04-08,22666.30078,22490.787,-1,0.0
2024-04-09,22642.75,22563.596,-1,0.0010390217719505879
2024-04-10,22753.80078,22599.877,-1,-0.00490447405902561
2024-04-12,22519.40039,22656.871,1,0.010301592787348102
2024-04-16,22147.90039,22513.613,-1,-0.0
2024-04-18,21995.84961,22412.336,-1,0.006865245794073105
2024-04-19,22147.0,22304.41,-1,-0.006871768659996613
2024-04-25,22570.34961,22396.365,-1,0.0
2024-04-29,22643.40039,22459.268,-1,0.0
2024-04-30,22604.84961,22519.555,-1,0.001702517260482761
2024-05-02,22648.19922,22556.734,-1,-0.001917712824810014
2024-05-03,22475.84961,22587.36,1,0.007609859323729373
2024-05-08,22302.5,22456.984,-1,0.0
2024-05-10,22055.19922,22289.51,-1,0.0
2024-05-13,22104.05078,22232.443,-1,-0.002214967977061111
2024-05-16,22403.84961,22276.586,-1,0.0
2024-05-17,22466.09961,22350.348,-1,-0.002778540343897573
2024-05-21,22529.05078,22421.098,-1,-0.002802051584066767
2024-05-22,22597.80078,22489.102,-1,-0.0030516154751194513
2024-05-23,22967.65039,22553.59,-1,-0.016366619637045776
2024-05-24,22957.09961,22714.777,-1,0.0004593756793072057
2024-05-27,22932.44922,22812.205,-1,0.001073758898936239
2024-05-29,22704.69922,22866.338,1,-0.0
2024-05-30,22488.65039,22809.023,-1,-0.009515599740237413
2024-05-31,22530.69922,22704.857,-1,-0.0018697800566411793
2024-06-03,23263.90039,22654.225,-1,-0.032542317610327665
2024-06-04,21884.5,22869.28,1,0.059293599391137985
2024-06-05,22620.34961,22575.787,-1,0.03362423678859461
2024-06-06,22821.40039,22602.846,-1,-0.008888049188732206
2024-06-07,23290.15039,22698.021,-1,-0.020539931467369543
2024-06-10,23259.19922,22914.596,-1,0.0013289381769423514
2024-06-11,23264.84961,23042.777,-1,-0.00024293140733511187
2024-06-12,23322.94922,23128.926,-1,-0.002497312940936691
2024-06-13,23398.90039,23192.639,-1,-0.003256499393947676
2024-06-14,23465.59961,23255.256,-1,-0.0028505279687633944
2024-06-18,23557.90039,23310.676,-1,-0.003933450733586419
2024-06-19,23516.0,23376.37,-1,0.0017786130897210484
2024-06-20,23567.0,23402.557,-1,-0.0021687361796223215
2024-06-24,23537.84961,23433.2,-1,0.0
2024-06-25,23721.30078,23455.506,-1,-0.00779387977404955
2024-06-26,23868.80078,23531.014,-1,-0.006218040122165647
2024-06-27,24044.5,23632.494,-1,-0.007361040951299858
2024-06-28,24010.59961,23756.0,-1,0.001409902056603296
2024-07-01,24141.94922,23832.906,-1,-0.005470484374962892
2024-07-02,24123.84961,23922.059,-1,0.000749716182196436
2024-07-03,24286.5,23978.28,-1,-0.006742306581640101
2024-07-04,24302.15039,24069.012,-1,-0.0006444069750684012
2024-07-05,24323.84961,24138.094,-1,-0.0008928930013094583
2024-07-08,24320.55078,24178.87,-1,0.00013562121345478406
2024-07-09,24433.19922,24201.414,-1,-0.0046318210890450295
2024-07-10,24324.44922,24247.953,-1,0.0044509111975390425
2024-07-11,24315.94922,24242.312,-1,0.0003494426501962078
2024-07-12,24502.15039,24238.328,-1,-0.0076575735668524825
2024-07-15,24586.69922,24303.713,-1,-0.003450669784253124
2024-07-16,24613.0,24378.715,-1,-0.0010697157745602759
2024-07-18,24800.84961,24408.25,-1,-0.007632129768821327
2024-07-26,24834.84961,24452.135,-1,0.0
2024-07-29,24836.09961,24576.094,-1,-5.0332497262051135e-05
2024-07-30,24857.30078,24661.713,-1,-0.0008536432987835685
2024-07-31,24951.15039,24722.674,-1,-0.003775535036189881
2024-08-01,25010.90039,24788.797,-1,-0.0023946791657327715
2024-08-02,24717.69922,24853.94,1,0.011722935417280311
2024-08-06,23992.55078,24576.6,-1,-0.0
2024-08-07,24297.5,24409.479,-1,-0.012710162533206004
2024-08-09,24367.5,24348.29,-1,0.0
2024-08-13,24139.0,24413.492,1,-0.0
2024-08-14,24143.75,24362.607,-1,0.00019677699987563635
2024-08-16,24541.15039,24332.098,-1,-0.016459762464405836
2024-08-19,24572.65039,24434.287,-1,-0.0012835584110528764
2024-08-20,24698.84961,24514.951,-1,-0.005135759390910488
2024-08-21,24770.19922,24605.785,-1,-0.002888782721730987
2024-08-22,24811.5,24688.225,-1,-0.0016673576031094317
2024-08-26,25010.59961,24801.47,-1,0.0
2024-08-27,25017.75,24896.86,-1,-0.00028589438524062594
2024-08-28,25052.34961,24960.521,-1,-0.0013830024682475184
2024-08-29,25151.94922,25010.908,-1,-0.003975659431171286
2024-08-30,25235.90039,25073.793,-1,-0.0033377599988650974
2024-09-02,25278.69922,25132.26,-1,-0.0016959501875732919
2024-09-03,25279.84961,25189.998,-1,-4.5508275168471e-05
2024-09-05,25145.09961,25233.162,1,-0.0
2024-09-09,24936.40039,25138.742,-1,0.0
2024-09-11,24918.44922,25102.742,1,-0.0
2024-09-12,25388.90039,25066.375,-1,0.018879632751078512
2024-09-13,25356.5,25176.027,-1,0.0012761635794499293
2024-09-16,25383.75,25225.92,-1,-0.0010746751326089488
2024-09-17,25418.55078,25260.096,-1,-0.001370986556360032
2024-09-19,25415.80078,25335.11,-1,0.0
2024-09-20,25790.94922,25356.797,-1,-0.01476044147683142
2024-09-23,25939.05078,25494.848,-1,-0.005742385002454942
2024-09-24,25940.40039,25626.629,-1,-5.2030045796458424e-05
2024-09-25,26004.15039,25713.383,-1,-0.00245755651576518
2024-09-26,26216.05078,25799.418,-1,-0.008148714217615316
2024-09-27,26178.94922,25929.553,-1,0.0014152230750296146
2024-09-30,25810.84961,25999.627,1,0.014060900875226046
2024-10-01,25796.90039,25937.746,-1,-0.0005404401718956953
2024-10-04,25014.59961,25701.564,-1,-0.0
2024-10-07,24795.75,25506.145,-1,0.008748875193369532
2024-10-08,25013.15039,25317.77,-1,-0.008767647278263402
2024-10-09,24981.94922,25261.324,-1,0.0012473906530572343
2024-10-15,25057.34961,25201.24,1,-0.0
2024-10-18,24854.05078,25063.547,-1,0.0
2024-10-23,24435.5,24888.826,-1,-0.0
2024-10-24,24399.40039,24803.645,-1,0.0014773428004338784
2024-10-25,24180.80078,24749.924,-1,0.008959220575337934
2024-10-28,24339.15039,24638.055,-1,-0.006548567660793481
2024-10-30,24340.84961,24646.484,1,-0.0
2024-11-04,23995.34961,24588.43,1,-0.0
2024-11-05,24213.30078,24491.164,-1,0.009083058740230632
2024-11-07,24199.34961,24576.201,1,-0.0
2024-11-11,24141.30078,24483.02,-1,-0.0
2024-11-12,23883.44922,24429.85,-1,0.010680930673529487
2024-11-13,23559.05078,24312.814,-1,0.01358256242688538
2024-11-14,23532.69922,24118.994,-1,0.0011185323316325047
2024-11-18,23453.80078,23989.295,-1,0.0033527152691835704
2024-11-19,23518.5,23885.742,-1,-0.002758581460075016
2024-11-22,23907.25,23765.846,-1,0.0
2024-11-25,24221.90039,23887.379,-1,-0.013161295841219722
2024-11-26,24194.5,24069.004,-1,0.0011312237916439871
2024-11-27,24274.90039,24178.297,-1,-0.003323085411973681
2024-11-28,23914.15039,24261.373,1,0.014861029054875519
2024-11-29,24131.09961,24196.81,-1,0.009072001993042589
2024-12-03,24457.15039,24278.672,-1,0.0
2024-12-04,24467.44922,24369.54,-1,-0.0004210968913291868
2024-12-05,24708.40039,24426.963,-1,-0.009847825485749695
2024-12-06,24677.80078,24542.48,-1,0.0012384294214522473
2024-12-12,24548.69922,24665.203,1,-0.0
2024-12-13,24768.30078,24642.148,-1,0.008945547706295187
2024-12-17,24336.0,24703.791,1,-0.0
2024-12-18,24198.84961,24599.742,-1,-0.005635699786324722
2024-12-19,23951.69922,24497.191,-1,0.010213311540969716
2024-12-20,23587.5,24347.945,-1,0.015205569202200397
2024-12-23,23753.44922,24121.361,-1,-0.007035473025967187
2024-12-24,23727.65039,24026.129,-1,0.0010861087903931699
2024-12-26,23750.19922,23955.02,-1,-0.0009503187053658824
2024-12-31,23644.80078,23843.71,-1,-0.0
2025-01-02,24188.65039,23826.14,-1,0.0
2025-01-06,23616.05078,24049.924,1,-0.0
2025-01-07,23707.90039,23959.541,-1,0.0038892874535052524
2025-01-10,23431.5,23816.928,-1,-0.0
2025-01-13,23085.94922,23755.605,-1,0.014747275249130554
2025-01-14,23176.05078,23607.328,-1,-0.0039028743908846586
2025-01-15,23213.19922,23539.07,-1,-0.0016028805059424833
2025-01-17,23203.19922,23523.602,1,-0.0
2025-01-21,23024.65039,23514.332,1,-0.0
2025-01-22,23155.34961,23427.49,-1,0.00567649096886047
2025-01-24,23092.19922,23408.531,1,-0.0
2025-01-28,22957.25,23250.115,-1,0.0
2025-01-29,23163.09961,23198.865,-1,-0.008966649315575781
2025-01-31,23508.40039,23280.793,-1,0.0
2025-02-01,23482.15039,23394.496,-1,0.0011166221250497044
2025-02-03,23361.05078,23471.816,1,0.005157092003446495
2025-02-04,23739.25,23477.266,-1,0.016189306875005194
2025-02-05,23696.30078,23599.209,-1,0.0018092071147992606
2025-02-07,23559.94922,23678.896,1,-0.0
2025-02-11,23071.80078,23622.766,-1,-0.0
2025-02-12,23045.25,23487.926,-1,0.0011507892363138428
2025-02-13,23031.40039,23371.102,-1,0.0006009746043110775
2025-02-14,22929.25,23288.895,-1,0.004435266126689874
2025-02-17,22959.5,23211.553,-1,-0.0013192755977626813
2025-02-18,22945.30078,23163.648,-1,0.0006184463947385144
2025-02-24,22553.34961,23011.879,-1,-0.0
2025-02-25,22547.55078,22900.607,-1,0.0002571161313186243
2025-02-27,22545.05078,22823.69,-1,0.00011087678765608899
2025-02-28,22124.69922,22769.865,-1,0.01864495955683998
2025-03-03,22119.30078,22602.129,-1,0.00024400060522034028
2025-03-04,22082.65039,22479.496,-1,0.0016569416169402995
2025-03-05,22337.30078,22399.074,-1,-0.01153169504124918
2025-03-06,22544.69922,22427.383,-1,-0.009284847889306835
2025-03-10,22460.30078,22575.922,1,-0.0
2025-03-11,22497.90039,22598.002,1,0.0016740474835259533
2025-03-12,22470.5,22626.19,1,-0.001217908761485087
2025-03-13,22397.19922,22636.072,1,-0.00326208940611028
2025-03-18,22834.30078,22641.416,-1,0.0
2025-03-19,22907.59961,22762.246,-1,-0.003210031728416274
2025-03-20,23190.65039,22873.809,-1,-0.012356195534185765
2025-03-21,23350.40039,23022.033,-1,-0.006888551951474531
2025-03-24,23658.34961,23164.31,-1,-0.0131881772841842
2025-03-25,23668.65039,23348.502,-1,-0.0004353972347945767
2025-03-27,23591.94922,23475.691,-1,0.0
2025-04-01,23165.69922,23523.48,1,-0.0
2025-04-02,23332.34961,23412.23,-1,0.007193842431318709
2025-04-07,22161.59961,23213.957,-1,-0.0
2025-04-08,22535.84961,22877.143,-1,-0.016887318902337967
2025-04-09,22399.15039,22765.828,-1,0.0060658560633695124
2025-04-11,22828.55078,22654.342,-1,-0.01917038738182253
2025-04-15,23328.55078,22723.328,-1,-0.021902397783307714
2025-04-16,23437.19922,22928.758,-1,-0.0046573163084413505
2025-04-17,23851.65039,23093.092,-1,-0.017683476857009994
2025-04-21,24125.55078,23339.387,-1,-0.011483498438113804
2025-04-22,24167.25,23589.402,-1,-0.0017284256173155654
2025-04-23,24328.94922,23771.21,-1,-0.006690840703845069
2025-04-24,24246.69922,23934.824,-1,0.0033807460920829424
2025-04-28,24328.5,23993.479,-1,0.0
2025-04-29,24335.94922,24076.814,-1,-0.00030619314795399255
2025-04-30,24334.19922,24140.111,-1,7.191007772822111e-05
2025-05-02,24346.69922,24187.416,-1,-0.0005136803511383015
2025-05-05,24461.15039,24233.88,-1,-0.004700890620358944
2025-05-07,24414.40039,24334.541,-1,0.0
2025-05-08,24273.80078,24368.807,1,0.0057588803228436625
2025-05-12,24924.69922,24249.158,-1,0.0
2025-05-13,24578.34961,24459.812,-1,0.01389583910092207
2025-05-14,24666.90039,24492.555,-1,-0.0036027960137718917
2025-05-15,25062.09961,24536.615,-1,-0.016021438192543203
2025-05-16,25019.80078,24677.4,-1,0.0016877608284312506
2025-05-19,24945.44922,24751.518,-1,0.002971708713981336
2025-05-20,24683.90039,24779.693,1,0.010484831429305452
2025-05-21,24813.44922,24703.465,-1,0.005248312784979614
2025-05-23,24853.15039,24616.164,-1,0.0
2025-05-26,25001.15039,24677.875,-1,-0.00595497945642931
2025-06-02,24716.59961,24825.943,1,-0.0
2025-06-04,24620.19922,24747.818,-1,0.0
2025-06-06,25003.05078,24754.197,-1,0.0
2025-06-09,25103.19922,24851.75,-1,-0.004005448810274981
2025-06-10,25104.25,24957.29,-1,-4.185840979031852e-05
2025-06-11,25141.40039,25019.139,-1,-0.0014798446478185845
2025-06-12,24888.19922,25069.814,1,0.010071084588458734
2025-06-16,24946.5,24944.455,-1,0.0
2025-06-17,24853.40039,24959.135,1,0.0037319708175496125
2025-06-20,25112.40039,24914.918,-1,0.0
2025-06-25,25244.75,25075.006,-1,0.0
2025-06-26,25549.0,25164.742,-1,-0.012052010814129765
2025-06-27,25637.80078,25305.113,-1,-0.003475704724255513
2025-06-30,25517.05078,25421.186,-1,0.0047098423548948
2025-07-01,25541.80078,25456.453,-1,-0.0009699396773312774
2025-07-10,25355.25,25508.29,1,-0.0
2025-07-14,25082.30078,25380.812,-1,-0.0
2025-07-15,25195.80078,25303.777,-1,-0.004525103219019666
2025-07-17,25111.44922,25307.543,1,-0.0
2025-07-21,25090.69922,25218.254,-1,0.0
2025-07-24,25062.09961,25221.336,1,-0.0
2025-07-28,24680.90039,25120.209,-1,-0.0
2025-07-29,24821.09961,25013.807,-1,-0.005680474285160386
2025-07-31,24768.34961,24997.076,1,-0.0
2025-08-04,24722.75,24900.613,-1,0.0
2025-08-05,24649.55078,24905.115,1,0.0029608041176648614
2025-08-11,24585.05078,24749.736,-1,0.0
2025-08-12,24487.40039,24759.164,1,0.0039719417654993094
2025-08-14,24631.30078,24759.914,1,0.0
2025-08-18,24876.94922,24781.848,-1,0.009973019378637815
2025-08-19,24980.65039,24869.008,-1,-0.004168564605045333
2025-08-20,25050.55078,24956.72,-1,-0.0027981813487123475
2025-08-22,24870.09961,25080.236,1,-0.0
2025-08-26,24712.05078,25056.033,1,-0.0
2025-08-28,24500.90039,24988.102,-1,-0.00854443007906458
2025-08-29,24426.84961,24873.03,-1,0.003022369742388009
2025-09-01,24625.05078,24771.695,-1,-0.008114070097637871
2025-09-05,24741.0,24817.998,1,0.0
2025-09-10,24973.09961,24876.715,-1,0.0
2025-09-12,25114.0,24986.582,-1,0.0
2025-09-16,25239.09961,25069.086,-1,0.0
2025-09-17,25330.25,25141.717,-1,-0.0036114755046128266
2025-09-18,25423.59961,25212.29,-1,-0.003685301566309196
2025-09-22,25202.34961,25307.625,1,-0.0
2025-09-26,24654.69922,25141.857,-1,-0.0
2025-09-29,24634.90039,25021.988,-1,0.0008030448809507318
2025-09-30,24611.09961,24942.771,-1,0.0009661407037658831
2025-10-01,24836.30078,24881.35,-1,-0.009150390416058363
2025-10-06,25077.65039,24940.717,-1,0.0
2025-10-07,25108.30078,25010.318,-1,-0.0012222193675777149
2025-10-09,25181.80078,25072.635,-1,0.0
2025-10-10,25285.34961,25120.1,-1,-0.004112050242341736
2025-10-14,25145.5,25225.352,1,-0.0
2025-10-15,25323.55078,25219.557,-1,0.007080820822811251
2025-10-16,25585.30078,25275.096,-1,-0.010336228211990095
2025-10-17,25709.84961,25392.484,-1,-0.004867983811132737
2025-10-20,25843.15039,25510.35,-1,-0.005184813681218481
2025-10-21,25868.59961,25630.22,-1,-0.0009847568742953339
2025-10-23,25891.40039,25719.04,-1,-0.0008814075884950867
2025-10-27,25966.05078,25799.28,-1,0.0
2025-10-29,26053.90039,25897.855,-1,0.0
2025-10-30,25877.84961,25960.92,1,0.006757175599994558
2025-11-03,25763.34961,25885.479,-1,0.0
2025-11-06,25509.69922,25777.438,-1,-0.0
2025-11-07,25492.30078,25700.762,-1,0.0006820323458128774
2025-11-10,25574.34961,25641.086,-1,-0.0032185729608358304
2025-11-12,25875.80078,25653.688,-1,0.0
