Date,RSI_14,SMA_20,SMA_50,MACD,MACD_hist,BB_percentB,Stoch_K,ATR_14,Williams_R,ADX_14,CCI_20,ROC_10,Volume_SMA_20
2011-03-03,-0.13571654516499493,-1.1553936210352378,-1.086173012137532,-0.5430759827339798,0.553138971568254,0.7222521791689921,0.811262265873301,-0.09098026737973143,0.811262265873301,-0.8262974342612037,0.6715371692685483,0.1469600446660405,-1.2657137526678215
2011-03-04,-0.1243638069586428,-1.15523442925098,-1.088569398970983,-0.4578592580479221,0.6698790157136036,0.7302731626453551,0.6991903458438867,-0.14559763326541272,0.6991903458438867,-0.8636511669781772,0.8600193195194685,-0.1758736719019564,-1.2657137526678215
2011-03-07,-0.4931069009600559,-1.1543403033627984,-1.0913486495983402,-0.4340334746421672,0.5993751270091832,0.14415761083858952,0.061926600021111854,-0.16786147121694464,0.061926600021111625,-0.9699329101914343,0.07966830306776536,-0.11439724640978884,-1.2657137526678215
2011-03-08,-0.2157135348158722,-1.152684711393384,-1.0939878229824722,-0.3784035697467285,0.6278802564865729,0.5062198303702267,0.5478809056901256,-0.19699393907846674,0.5478809056901256,-1.0730924143752631,0.405394123091541,-0.12496016457141196,-1.2657137526678215
2011-03-09,-0.16702250697243184,-1.149786755033925,-1.0964995536475695,-0.3270555467224534,0.6392531583136669,0.5047035212325951,0.633862467166712,-0.15777178028692979,0.6338624671667122,-1.1165418263930218,0.48518869156402283,0.18563675007300978,-1.2657137526678215
2011-03-10,-0.36089467881854176,-1.1465916419772506,-1.099196800668405,-0.30787956497889013,0.5624614962669366,0.18115843607834636,0.3253454656548805,-0.1833991564526085,0.3253454656548804,-1.1504703047852245,0.22414019329328586,0.16263195443428805,-1.2657137526678215
2011-03-11,-0.6104530019562009,-1.143677763852499,-1.102503293107485,-0.3216047381974376,0.4131916500633901,-0.29954164213220685,-0.08727137565856884,-0.2460689375653149,-0.08727137565856884,-1.1893568127279552,-0.19184711205461527,0.8530995632437948,-1.2657137526678215
2011-03-14,-0.1587121382376366,-1.140739348834741,-1.1055702285183782,-0.27935769391271914,0.44320583443637235,0.42413032031636916,0.6380771690168524,-0.2556377427952197,0.6380771690168524,-1.2500822834924932,0.26875340553288596,1.0883097935715127,-1.2657137526678215
2011-03-15,-0.5687087260472944,-1.1408235891206437,-1.109252863138895,-0.2952962765820559,0.31187814275259346,-0.36977245647947893,-0.051870349932676516,-0.18392003931052825,-0.05187034993267629,-1.2756571951415259,-0.5186088912806355,0.48554072180334595,-1.2657137526678215
2011-03-16,-0.2588851922768789,-1.1404236210627623,-1.1127290105165204,-0.2698639717903791,0.31726460485818675,0.2110751130897258,0.46653797763458077,-0.16705655010403112,0.46653797763458055,-1.2945991920305346,0.30834559569611114,-0.1938455504297637,-1.2657137526678215
2011-03-17,-0.5717461421362416,-1.1408885976195478,-1.1164914983562635,-0.28864424632703783,0.20353875355955325,-0.39510141009777144,-0.07715856103351823,-0.2797968368485459,-0.07715856103351823,-1.2841299318794168,-0.2269855696635576,-0.5971949965714815,-1.2657137526678215
2011-03-18,-0.8935447933218945,-1.143180296013759,-1.120288397673228,-0.3469963226585166,0.006912618238954922,-1.0142036244668418,-1.1925232595264628,-0.2691862630606116,-1.192523259526463,-1.3225594835808494,-0.8562882767948866,-0.9853682377522422,-1.2657137526678215
2011-03-21,-0.9319979191687994,-1.144429954107049,-1.1239637724311116,-0.3968747703469404,-0.12776606218708667,-1.0287105839217718,-1.6787565142782461,-0.3718373212050235,-1.6787565142782463,-1.3008867315939068,-1.126804657075144,-0.6495118332633582,-1.2657137526678215
2011-03-22,-0.6488871533952479,-1.145819565723799,-1.126602675375415,-0.40430288828505223,-0.12217862731786008,-0.5256037086162025,-1.0810909982552324,-0.501062229162327,-1.0810909982552324,-1.3209973853331602,-0.7019794814110648,-0.6882778979708571,-1.2657137526678215
2011-03-23,-0.29403829344651106,-1.145672979209328,-1.1281222968337392,-0.3678651187533484,-0.0005991775697301929,0.09626435871744991,-0.27284553013605073,-0.5195364776753004,-0.27284553013605073,-1.396455579876673,-0.12644200222259921,-0.3977517470569253,-1.2657137526678215
2011-03-24,-0.08340021171858172,-1.144544710038534,-1.1293682149782525,-0.31219746483525757,0.1480027216851911,0.44126903467140965,0.6828422617772967,-0.5530270662361062,0.682842261777297,-1.4896263081650627,0.49954192357377875,0.008883321696204207,-1.2657137526678215
2011-03-25,0.48573459431750476,-1.1393504173648894,-1.130492067684028,-0.18754160049675297,0.451063244313174,1.4981546740040779,1.1570873416854008,-0.5393841738249275,1.1570873416854006,-1.406017034942806,1.5667917187806446,0.9561962906062104,-1.2657137526678215
2011-03-28,0.6105875657564875,-1.1342602574763803,-1.1308397086758504,-0.07036228110685724,0.6735513910196887,1.5573850989676372,1.0930051174731779,-0.540805269864387,1.093005117473178,-1.3188284119750906,1.8977680597572497,0.6659437308502912,-1.2657137526678215
2011-03-29,0.791297496780975,-1.1289127388234548,-1.1303998451322077,0.04943041528051246,0.8585188855310812,1.649288539972591,1.0297190210913916,-0.5372048823103298,1.0297190210913918,-1.23475139752115,1.9997542969574869,1.3626423065915405,-1.2657137526678215
2011-03-30,0.9705130408903335,-1.1253926092072541,-1.1296852043931644,0.171255194869195,1.0119179723012157,1.6092037749508699,1.1767895658045544,-0.5331784444792581,1.1767895658045546,-1.0922382465364298,1.8530408814393944,1.293180382667123,-1.2657137526678215
