Date,Close,High,Low,Open,Volume
7/12/2011,3795.899902,3795.899902,3795.899902,3795.899902,0
7/13/2011,3837.310059,3837.310059,3837.310059,3837.310059,0
7/14/2011,3868.909912,3868.909912,3868.909912,3868.909912,0
7/15/2011,3868.909912,3868.909912,3868.909912,3868.909912,0
7/18/2011,3831.679932,3831.679932,3831.679932,3831.679932,0
7/19/2011,3854.300049,3854.300049,3854.300049,3854.300049,0
7/20/2011,3845.379883,3845.379883,3845.379883,3845.379883,0
7/21/2011,3824.439941,3824.439941,3824.439941,3824.439941,0
7/22/2011,3824.439941,3824.439941,3824.439941,3824.439941,0
7/25/2011,3824.439941,3824.439941,3824.439941,3824.439941,0
7/26/2011,3824.439941,3824.439941,3824.439941,3824.439941,0
7/27/2011,3824.439941,3824.439941,3824.439941,3824.439941,0
7/28/2011,3880.399902,3880.399902,3880.399902,3880.399902,0
7/29/2011,3793.060059,3793.060059,3793.060059,3793.060059,0
8/1/2011,3718.060059,3718.060059,3718.060059,3718.060059,0
8/2/2011,3680.52002,3680.52002,3680.52002,3680.52002,0
8/3/2011,3629.350098,3629.350098,3629.350098,3629.350098,0
8/4/2011,3629.26001,3629.26001,3629.26001,3629.26001,0
8/5/2011,3578.48999,3578.48999,3578.48999,3578.48999,0
8/8/2011,3486.22998,3486.22998,3486.22998,3486.22998,0
8/9/2011,3264.199951,3264.199951,3264.199951,3264.199951,0
8/10/2011,3264.199951,3264.199951,3264.199951,3264.199951,0
8/11/2011,3317.649902,3317.649902,3317.649902,3317.649902,0
8/12/2011,3317.649902,3317.649902,3317.649902,3317.649902,0
8/16/2011,3217.850098,3217.850098,3217.850098,3217.850098,0
8/17/2011,3241.469971,3241.469971,3241.469971,3241.469971,0
8/18/2011,3150.909912,3150.909912,3150.909912,3150.909912,0
8/19/2011,3141.72998,3141.72998,3141.72998,3141.72998,0
8/22/2011,3141.72998,3141.72998,3141.72998,3141.72998,0
8/23/2011,3202.629883,3202.629883,3202.629883,3202.629883,0
8/24/2011,3220.540039,3220.540039,3220.540039,3220.540039,0
8/25/2011,3144.199951,3144.199951,3144.199951,3144.199951,0
8/26/2011,3083.889893,3083.889893,3083.889893,3083.889893,0
8/29/2011,2972.570068,2972.570068,2972.570068,2972.570068,0
8/30/2011,3107.26001,3107.26001,3107.26001,3107.26001,0
9/2/2011,3226.050049,3226.050049,3226.050049,3226.050049,0
9/5/2011,3321.340088,3321.340088,3321.340088,3321.340088,0
9/6/2011,3354.070068,3354.070068,3354.070068,3354.070068,0
9/7/2011,3423.459961,3423.459961,3423.459961,3423.459961,0
9/8/2011,3391.129883,3391.129883,3391.129883,3391.129883,0
9/9/2011,3391.129883,3391.129883,3391.129883,3391.129883,0
9/12/2011,3275.679932,3275.679932,3275.679932,3275.679932,0
9/13/2011,3161.120117,3161.120117,3161.120117,3161.120117,0
9/14/2011,3168.429932,3168.429932,3168.429932,3168.429932,0
9/15/2011,3236.51001,3236.51001,3236.51001,3236.51001,0
9/16/2011,3242.840088,3242.840088,3242.840088,3242.840088,0
9/19/2011,3207.600098,3207.600098,3207.600098,3207.600098,0
9/20/2011,3268.889893,3268.889893,3268.889893,3268.889893,0
9/21/2011,3261.800049,3261.800049,3261.800049,3261.800049,0
9/22/2011,3126.02002,3126.02002,3126.02002,3126.02002,0
9/23/2011,3056.73999,3056.73999,3056.73999,3056.73999,0
9/26/2011,2977.550049,2977.550049,2977.550049,2977.550049,0
9/27/2011,3052.080078,3052.080078,3052.080078,3052.080078,0
