1/2/2012,3413.350098,3424.449951,3310.699951,3356.100098,0,3390.550049,0,38.03530318,3462.840027,3604.554024,-55.9220499,0.690743908,0.254438652,26.70602685,80.38574229,-73.29397315,22.85535295,-84.75795553,-0.765816144,0
1/3/2012,3379.100098,3419.100098,3367.800049,3414.050049,0,3356.100098,0,44.25232425,3449.280029,3599.049024,-52.33375804,3.423228609,0.407860861,60.25323209,78.69644607,-39.74676791,24.56907983,-49.98226211,3.305797579,0
1/4/2012,3416.899902,3427.050049,3363.600098,3386.100098,0,3414.050049,0,42.06040706,3433.317529,3591.684024,-51.15540595,3.681264559,0.342650479,46.37541153,76.64643207,-53.62458847,23.54915236,-52.43051729,-0.029523781,0
1/5/2012,3385.850098,3444.5,3383.149902,3426.75,0,3386.100098,0,46.23176067,3422.485034,3586.237022,-46.40680989,6.743888497,0.518896334,66.55906214,70.94644607,-33.44093786,23.57592695,-11.57302357,-0.228559302,0
1/6/2012,3404.75,3434.75,3372.649902,3416,0,3426.75,0,45.3028777,3415.220032,3580.714024,-43.01501612,8.108545819,0.504238617,61.2214295,71.41430671,-38.7785705,23.30834904,-18.92143924,-0.889266472,0
1/9/2012,3401,3403.300049,3365.199951,3395.850098,0,3416,0,43.53712658,3411.697534,3573.433027,-41.47468921,7.719098177,0.411091754,46.42861437,67.35716036,-53.57138563,22.29694332,-50.9756641,-2.437723854,0
1/10/2012,3409.75,3498.050049,3409.75,3493.550049,0,3395.850098,0,53.08527142,3411.187537,3566.023027,-32.00210649,13.75334472,0.973370456,97.59807972,67.94287114,-2.401920281,22.10929844,124.9107616,1.077742079,0
1/11/2012,3504.949951,3512.550049,3477.449951,3503.949951,0,3493.550049,0,53.97743891,3413.617529,3556.425025,-23.38631147,17.89531179,0.97757201,95.73936397,62.74644257,-4.260636029,20.64017851,182.6186897,2.66179867,0
1/12/2012,3490.899902,3547.550049,3486.449951,3529.850098,0,3503.949951,0,56.21081425,3419.877539,3548.141025,-14.30356597,21.58244584,1.010388556,92.52693955,63.71787814,-7.47306045,19.21045783,183.6581822,3.803855257,0
1/13/2012,3556.949951,3572.75,3506.949951,3531.699951,0,3529.850098,0,56.37365363,3427.510034,3541.412026,-6.876897778,23.20729122,0.946007446,84.33503479,65.08572829,-15.66496521,17.99260589,170.0239705,4.163038444,0
1/16/2012,3510.050049,3563.75,3487.949951,3557.800049,0,3531.699951,0,58.70689528,3436.300037,3535.373027,1.102022773,24.94896942,0.973579432,94.29500164,66.800014,-5.704998361,15.96369704,142.6025201,6.009950392,0
1/17/2012,3589.699951,3657.149902,3587.350098,3643.149902,0,3557.800049,0,65.25161212,3453.217529,3531.266025,14.1489262,30.39669827,1.161378718,95.95901227,69.31787114,-4.040987727,16.25295677,221.3975954,6.710500717,0
1/18/2012,3653.050049,3653.350098,3592.050049,3600.149902,0,3643.149902,0,60.08473827,3463.87002,3526.037022,20.77957836,29.62188035,0.942015026,83.54740711,70.25716736,-16.45259289,17.65670027,171.981741,6.321425764,0
1/19/2012,3634.25,3660.300049,3631.850098,3637.5,0,3600.149902,0,62.8373872,3474.015015,3521.60502,28.71708463,30.0475093,0.975942219,93.47824868,69.66074929,-6.521751318,20.18118679,168.3424647,6.150142263,0
1/20/2012,3646.899902,3682.149902,3629.199951,3664.199951,0,3637.5,0,64.71089658,3484.892517,3519.063018,36.73848398,30.45512692,0.969548233,94.36510374,65.31788864,-5.634896263,24.12138804,150.642057,7.265806528,0
1/23/2012,3664.550049,3686.75,3637.600098,3677.949951,0,3664.199951,0,65.67071979,3494.755017,3516.242017,43.7012016,29.93427563,0.937221106,97.27679045,64.32859593,-2.723209552,27.83769108,133.2537675,8.307193924,0
1/24/2012,3693.050049,3739.050049,3647.600098,3730.449951,0,3677.949951,0,69.123865,3508.462512,3516.074014,52.84618093,31.26340396,0.975520651,97.69958653,66.32859593,-2.300413467,33.09096888,137.6221396,6.781065068,0
1/25/2012,3743.350098,3795,3734.75,3775.399902,0,3730.449951,0,71.74450666,3526.577502,3518.017012,62.99444038,33.12933073,0.983583225,95.43971713,66.55716386,-4.560282868,37.90119751,154.0440957,7.746969985,0
1/27/2012,3800.899902,3825.649902,3785.5,3818.550049,0,3775.399902,0,74.02378962,3547.480005,3520.881011,73.66953456,35.04353993,0.982369371,98.45806195,65.71072829,-1.541938051,43.18528973,153.5621505,8.178816182,0
1/30/2012,3800.850098,3803.600098,3741.600098,3749.75,0,3818.550049,0,65.0180308,3565.440002,3523.699009,75.70550016,29.66360442,0.823761773,81.75044004,67.57857843,-18.24955996,47.83779548,111.6826162,6.174081944,0
1/31/2012,3777.199951,3849.25,3763.199951,3836.5,0,3749.75,0,69.97775553,3589.459998,3529.163008,83.35792987,29.85282731,0.92408985,96.57073741,67.38572479,-3.429262593,51.63096711,124.2156592,7.833491123,0
